00 	 16.7950023065
01 	 19.080628989
010 	 9.59393133436
011 	 12.149135875
012 	 14.8149844952
013 	 14.5255893249
014 	 12.3875173312
015 	 13.6493258684
016 	 17.6398276149
017 	 16.6905932252
018 	 19.371972301
019 	 22.6621438424
02 	 16.0399080933
020 	 15.6571301899
021 	 12.9694319476
022 	 9.91841021156
023 	 13.3595282292
024 	 14.9492020384
025 	 15.7611127919
026 	 16.4829616568
027 	 15.5901620844
028 	 17.4754782365
029 	 19.4762818706
03 	 24.7802540016
030 	 11.1389219052
031 	 15.5275618053
032 	 11.3313640675
033 	 13.4797156895
034 	 14.6772791956
035 	 11.3377144721
036 	 15.6410243975
037 	 14.8663872388
038 	 16.1802537383
039 	 15.5277031552
04 	 22.7683286105
040 	 10.9224886654
041 	 11.8785818559
042 	 14.5093198132
043 	 11.4548605181
044 	 12.7361342524
045 	 13.0402664894
046 	 13.6817484566
047 	 14.2201557797
048 	 18.2654956852
049 	 14.2961230478
05 	 19.2021806472
06 	 16.1785467054
07 	 15.7383509282
08 	 18.8945414515
09 	 14.6502083631
10 	 17.0997803131
100 	 11.5633609323
101 	 12.7459895287
1010 	 18.8978322259
1011 	 18.8134151629
1012 	 21.8690142429
1013 	 14.8803561381
1014 	 18.0882992673
1015 	 19.1415502438
1016 	 21.6518472477
1017 	 20.0434648429
1018 	 20.528825853
1019 	 19.1550276969
102 	 12.4232712672
1020 	 16.8858528842
1021 	 19.1444720086
1022 	 17.5091314765
1023 	 22.5764061807
1024 	 20.2971560248
1025 	 14.4429424579
1026 	 19.9332217953
1027 	 19.7295744419
1028 	 19.6060784442
1029 	 25.1901864239
103 	 14.4079174856
1030 	 14.9398484006
1031 	 17.064789776
1032 	 17.8269029355
1033 	 16.2182927299
1034 	 20.77639971
1035 	 17.0646108051
1036 	 17.9026964265
1037 	 19.1897758981
1038 	 21.5865721919
1039 	 16.3519063563
104 	 19.0979485419
1040 	 16.9279502003
1041 	 14.9781050532
1042 	 15.9410567175
1043 	 14.6474749856
1044 	 14.178023448
1045 	 19.8652409127
1046 	 19.5779422708
1047 	 19.6531790421
1048 	 18.4895335751
1049 	 17.7716204026
105 	 11.0595397405
106 	 17.4227248892
107 	 18.0702537128
108 	 20.7989020311
109 	 20.1138803224
11 	 20.8903815214
110 	 30.2649537558
111 	 23.2738410897
1110 	 20.2015673458
1111 	 18.992004133
1112 	 24.6549398018
1113 	 21.273290831
1114 	 29.7123137392
1115 	 18.5881394514
1116 	 19.7198308785
1117 	 20.344904729
1118 	 21.214936542
1119 	 18.3163300269
112 	 24.0895319229
1120 	 12.6777798047
1121 	 17.2688740173
1122 	 18.667587852
1123 	 19.4328916113
1124 	 22.6948890247
1125 	 23.2648546663
1126 	 19.8409481097
1127 	 19.2702343939
1128 	 20.7056357959
1129 	 23.0219089273
113 	 31.47398307
1130 	 16.8159886335
1131 	 14.3325258423
1132 	 18.3471420155
1133 	 20.0171441192
1134 	 21.7046079527
1135 	 19.9535344041
1136 	 26.503318046
1137 	 18.85947767
1138 	 20.2106192149
1139 	 20.5778112891
114 	 28.3390843519
1140 	 21.3345469343
1141 	 17.1352238919
1142 	 13.3181422099
1143 	 20.329548243
1144 	 18.453582517
1145 	 20.5884916054
1146 	 24.3973318526
1147 	 22.4110668467
1148 	 16.7311371125
1149 	 16.2802853494
115 	 30.9854162203
116 	 32.2653760903
117 	 33.2834926269
118 	 32.4671198325
119 	 35.7824727098
12 	 20.3092885654
120 	 22.8250971896
121 	 20.3761076398
1210 	 17.0923567948
1211 	 20.781901525
1212 	 18.2125299722
1213 	 18.0262400332
1214 	 20.8004683912
1215 	 23.8176386992
1216 	 16.1106973462
1217 	 12.8559587645
1218 	 25.5818696465
1219 	 20.0935619735
122 	 28.4146138114
1220 	 22.6514125145
1221 	 16.1377485116
1222 	 25.2309825615
1223 	 19.3156275814
1224 	 18.6306147331
1225 	 14.7830403263
1226 	 23.6270687644
1227 	 18.1108840247
1228 	 18.9914469141
1229 	 24.4375715452
123 	 27.8161310467
1230 	 17.3987307145
1231 	 18.2328271536
1232 	 19.6231768007
1233 	 18.9418431921
1234 	 21.5101270042
1235 	 23.43641154
1236 	 18.2038319291
1237 	 19.7968348954
1238 	 19.9530216531
1239 	 18.3669662035
124 	 26.5395160512
1240 	 15.2289058908
1241 	 16.2375495231
1242 	 18.3464546736
1243 	 18.380075146
1244 	 18.4499871476
1245 	 18.4821363086
1246 	 20.2259925174
1247 	 19.8065050172
1248 	 20.163768484
1249 	 18.1044928117
125 	 35.0869329722
126 	 29.8431182212
127 	 35.1398173788
128 	 31.900991447
129 	 35.3535335566
13 	 18.5006696485
130 	 30.7746868559
131 	 23.4372143271
1310 	 19.3294058759
1311 	 21.8282577722
1312 	 17.4541140629
1313 	 19.2473533555
1314 	 16.7589185703
1315 	 21.313372305
1316 	 23.1839596116
1317 	 20.0560167417
1318 	 23.418448929
1319 	 15.4633398487
132 	 22.9715111284
1320 	 15.260370251
1321 	 18.6135394718
1322 	 21.1855072857
1323 	 19.2807012697
1324 	 21.7457098169
1325 	 17.9668590692
1326 	 18.652163085
1327 	 22.2388228288
1328 	 19.1187997332
1329 	 19.2465134413
133 	 25.1317652354
1330 	 15.2857866314
1331 	 15.0678859629
1332 	 20.2088698909
1333 	 22.9030651678
1334 	 19.4575633679
1335 	 21.6343563974
1336 	 18.3230473225
1337 	 19.3316084838
1338 	 19.0010385178
1339 	 17.0401747769
134 	 22.546869467
1340 	 18.1740188377
1341 	 15.8674178381
1342 	 15.2457972439
1343 	 20.5856682752
1344 	 21.6638755727
1345 	 19.2033429446
1346 	 19.9634529
1347 	 17.6578368169
1348 	 23.1051797152
1349 	 21.8396308102
135 	 31.5426978575
136 	 27.6669145142
137 	 34.1195192802
138 	 32.0953023391
139 	 33.450538809
14 	 19.6704928958
140 	 26.1425356387
141 	 22.5905042162
1410 	 18.4848511793
1411 	 20.7799694003
1412 	 23.3089934825
1413 	 14.7058755085
1414 	 22.2871689303
1415 	 18.0028755898
1416 	 17.1500358263
1417 	 23.0495063468
1418 	 16.9680863051
1419 	 19.9831506113
142 	 23.1619756649
1420 	 18.4130684766
1421 	 16.9117686908
1422 	 20.9992015191
1423 	 20.19567359
1424 	 18.8775837088
1425 	 23.5446714979
1426 	 17.0192093066
1427 	 19.2715083473
1428 	 22.7422034817
1429 	 17.5158760491
143 	 26.0616287326
1430 	 19.8599756708
1431 	 22.0715515808
1432 	 16.256214302
1433 	 20.2789504221
1434 	 21.6818747411
1435 	 16.720660289
1436 	 20.377090742
1437 	 19.6463199244
1438 	 18.7850731439
1439 	 23.3775861229
144 	 25.5710887709
1440 	 17.442299076
1441 	 19.1376910079
1442 	 16.5936893551
1443 	 20.0041121253
1444 	 20.4438653309
1445 	 20.5078950732
1446 	 16.2500280779
1447 	 22.9196740636
1448 	 17.7779943451
1449 	 16.5623642997
145 	 26.252155241
146 	 25.8070754568
147 	 31.4756017056
148 	 28.9361406578
149 	 28.5334733716
15 	 17.1782448814
150 	 9.4598476275
151 	 11.6624015493
1510 	 19.6487282667
1511 	 18.4011293971
1512 	 18.959306148
1513 	 19.4358057029
1514 	 18.024882813
1515 	 20.7976928878
1516 	 16.1369118795
1517 	 23.0305976717
1518 	 14.4699951604
1519 	 14.7903868479
152 	 10.5895143698
1520 	 22.552788067
1521 	 18.2848383298
1522 	 22.9302340562
1523 	 18.7948999573
1524 	 16.4737153821
1525 	 16.9283698806
1526 	 17.2664154713
1527 	 18.6677166584
1528 	 19.694718856
1529 	 17.1860410464
153 	 13.8029602555
1530 	 20.1734726605
